CustomerID,Recency,Frequency,Monetary,LastPurchase,R,F,M,RFM_Score,Segment,AOV,Country
13727,28,2,333.48,2011-11-11 09:46:00,4,2,2,422,New Customers,166.74,United Kingdom
13728,36,6,1016.14,2011-11-03 10:49:00,3,5,4,354,Loyal,169.35666666666665,United Kingdom
13730,135,2,752.6,2011-07-27 08:35:00,2,2,3,223,Hibernating,376.3,United Kingdom
13731,219,2,610.59,2011-05-04 14:33:00,1,2,3,123,Hibernating,305.295,United Kingdom
13732,28,1,491.86,2011-11-11 15:49:00,4,1,3,413,New Customers,491.86,United Kingdom
13735,24,4,2883.54,2011-11-15 11:14:00,4,4,5,445,Champions,720.885,United Kingdom
13736,5,2,729.8,2011-12-04 15:19:00,5,2,3,523,New Customers,364.9,United Kingdom
13737,200,1,339.59999999999997,2011-05-23 16:32:00,1,1,2,112,Hibernating,339.59999999999997,United Kingdom
13739,18,1,216.9,2011-11-21 13:35:00,4,1,1,411,New Customers,216.9,United Kingdom
13740,240,1,350.75,2011-04-13 10:32:00,1,1,2,112,Hibernating,350.75,United Kingdom
13741,71,3,668.4300000000001,2011-09-29 09:19:00,3,3,3,333,Potential Loyalist,222.81000000000003,United Kingdom
13742,16,12,3107.87,2011-11-23 11:07:00,4,5,5,455,Champions,258.9891666666667,United Kingdom
13743,2,7,1341.6,2011-12-07 10:09:00,5,5,4,554,Champions,191.65714285714284,United Kingdom
13744,95,2,1080.52,2011-09-05 15:19:00,2,2,4,224,Hibernating,540.26,United Kingdom
13745,162,1,300.04,2011-06-30 16:43:00,2,1,2,212,Hibernating,300.04,United Kingdom
13747,373,1,79.6,2010-12-01 10:37:00,1,1,1,111,Hibernating,79.6,United Kingdom
13748,95,5,948.25,2011-09-05 09:45:00,2,4,4,244,At Risk but Loyal,189.65,United Kingdom
13750,53,5,1647.26,2011-10-17 12:16:00,3,4,4,344,Loyal,329.452,United Kingdom
13751,288,1,296.25,2011-02-24 15:56:00,1,1,2,112,Hibernating,296.25,United Kingdom
13752,124,6,1175.38,2011-08-07 14:16:00,2,5,4,254,At Risk but Loyal,195.89666666666668,United Kingdom
13753,287,1,741.26,2011-02-25 12:48:00,1,1,3,113,Hibernating,741.26,United Kingdom
13754,151,2,282.59999999999997,2011-07-11 11:51:00,2,2,2,222,Hibernating,141.29999999999998,United Kingdom
13755,3,9,2108.06,2011-12-06 12:26:00,5,5,5,555,Champions,234.2288888888889,United Kingdom
13756,2,14,5189.52,2011-12-07 16:44:00,5,5,5,555,Champions,370.68,United Kingdom
13758,11,7,3190.55,2011-11-28 11:11:00,5,5,5,555,Champions,455.79285714285714,United Kingdom
13759,33,2,659.4100000000001,2011-11-06 14:47:00,3,2,3,323,Potential Loyalist,329.70500000000004,United Kingdom
13760,54,2,286.79,2011-10-16 16:13:00,3,2,2,322,Potential Loyalist,143.395,United Kingdom
13761,50,2,1070.65,2011-10-20 14:01:00,3,2,4,324,Potential Loyalist,535.325,United Kingdom
13762,218,1,306.72,2011-05-05 09:15:00,1,1,2,112,Hibernating,306.72,United Kingdom
13763,63,1,1714.96,2011-10-07 15:13:00,3,1,4,314,Potential Loyalist,1714.96,United Kingdom
13764,70,3,1519.42,2011-09-30 12:03:00,3,3,4,334,Potential Loyalist,506.47333333333336,United Kingdom
13767,2,37,17220.36,2011-12-07 15:00:00,5,5,5,555,Champions,465.41513513513513,United Kingdom
13769,2,10,2796.51,2011-12-07 15:08:00,5,5,5,555,Champions,279.651,United Kingdom
13771,64,4,2634.45,2011-10-06 14:18:00,3,4,5,345,Loyal,658.6125,United Kingdom
13772,33,3,1122.63,2011-11-06 11:43:00,3,3,4,334,Potential Loyalist,374.21000000000004,United Kingdom
13774,81,1,345.0,2011-09-19 12:06:00,2,1,2,212,Hibernating,345.0,United Kingdom
13777,0,33,25977.16,2011-12-09 12:25:00,5,5,5,555,Champions,787.1866666666666,United Kingdom
13778,103,1,178.7,2011-08-28 15:25:00,2,1,1,211,Hibernating,178.7,United Kingdom
13780,7,2,360.01,2011-12-02 13:49:00,5,2,2,522,New Customers,180.005,United Kingdom
13781,250,1,127.84,2011-04-03 12:08:00,1,1,1,111,Hibernating,127.84,United Kingdom
13782,12,6,908.86,2011-11-27 11:54:00,5,5,3,553,Champions,151.47666666666666,United Kingdom
13784,9,11,2462.79,2011-11-30 09:33:00,5,5,5,555,Champions,223.89,United Kingdom
13786,367,1,230.39999999999998,2010-12-07 13:53:00,1,1,1,111,Hibernating,230.39999999999998,United Kingdom
13787,75,2,309.04,2011-09-25 12:06:00,2,2,2,222,Hibernating,154.52,United Kingdom
13790,4,1,348.8,2011-12-05 15:48:00,5,1,2,512,New Customers,348.8,United Kingdom
13791,127,2,1516.0,2011-08-04 11:44:00,2,2,4,224,Hibernating,758.0,United Kingdom
13792,66,2,195.55,2011-10-04 14:31:00,3,2,1,321,Potential Loyalist,97.775,United Kingdom
13798,1,57,37153.85,2011-12-08 15:51:00,5,5,5,555,Champions,651.8219298245614,United Kingdom
13799,116,2,688.86,2011-08-15 12:07:00,2,2,3,223,Hibernating,344.43,United Kingdom
13800,309,1,558.32,2011-02-03 12:27:00,1,1,3,113,Hibernating,558.32,United Kingdom
13801,66,1,324.8,2011-10-04 10:15:00,3,1,2,312,Potential Loyalist,324.8,United Kingdom
13802,138,3,4599.42,2011-07-24 10:54:00,2,3,5,235,Potential Loyalist,1533.14,United Kingdom
13803,255,1,277.07,2011-03-29 12:57:00,1,1,2,112,Hibernating,277.07,United Kingdom
13804,30,7,2588.39,2011-11-09 12:32:00,4,5,5,455,Champions,369.77,United Kingdom
13805,52,2,924.6,2011-10-18 14:50:00,3,2,3,323,Potential Loyalist,462.3,United Kingdom
13806,63,1,256.38,2011-10-07 11:43:00,3,1,2,312,Potential Loyalist,256.38,United Kingdom
13807,367,1,112.6,2010-12-07 15:48:00,1,1,1,111,Hibernating,112.6,United Kingdom
13808,5,5,1747.66,2011-12-04 12:18:00,5,4,4,544,Champions,349.53200000000004,United Kingdom
13809,305,1,155.05,2011-02-07 13:15:00,1,1,1,111,Hibernating,155.05,Cyprus
13810,28,3,1499.01,2011-11-11 08:33:00,4,3,4,434,Potential Loyalist,499.67,Germany
13811,183,3,814.5,2011-06-09 09:54:00,1,3,3,133,Potential Loyalist,271.5,Germany
13812,42,3,539.0,2011-10-28 14:27:00,3,3,3,333,Potential Loyalist,179.66666666666666,Germany
13813,39,4,1366.8600000000001,2011-10-31 10:38:00,3,4,4,344,Loyal,341.71500000000003,Germany
13814,92,2,1579.12,2011-09-08 13:48:00,2,2,4,224,Hibernating,789.56,Germany
13815,22,4,4027.36,2011-11-17 14:19:00,4,4,5,445,Champions,1006.84,Germany
13816,23,2,571.6700000000001,2011-11-16 08:38:00,4,2,3,423,New Customers,285.83500000000004,Germany
13817,29,2,382.98,2011-11-10 17:49:00,4,2,2,422,New Customers,191.49,Germany
13819,301,3,1140.35,2011-02-11 10:38:00,1,3,4,134,Potential Loyalist,380.1166666666666,United Kingdom
13821,144,2,385.64,2011-07-18 09:49:00,2,2,2,222,Hibernating,192.82,United Kingdom
13822,5,2,632.0,2011-12-04 12:13:00,5,2,3,523,New Customers,316.0,United Kingdom
13823,18,2,957.66,2011-11-21 10:22:00,4,2,4,424,New Customers,478.83,United Kingdom
13824,32,5,1698.94,2011-11-07 12:41:00,4,4,4,444,Champions,339.788,United Kingdom
13826,176,1,189.5,2011-06-16 13:48:00,2,1,1,211,Hibernating,189.5,United Kingdom
13827,57,3,409.8,2011-10-13 12:38:00,3,3,2,332,Potential Loyalist,136.6,United Kingdom
13828,22,1,209.49,2011-11-17 16:02:00,4,1,1,411,New Customers,209.49,United Kingdom
13831,16,6,2198.45,2011-11-23 15:41:00,4,5,5,455,Champions,366.4083333333333,United Kingdom
13832,19,1,52.199999999999996,2011-11-20 15:36:00,4,1,1,411,New Customers,52.199999999999996,United Kingdom
13833,159,1,383.85,2011-07-03 13:27:00,2,1,2,212,Hibernating,383.85,United Kingdom
13835,25,4,834.57,2011-11-14 15:37:00,4,4,3,443,Champions,208.6425,United Kingdom
13837,211,2,266.59000000000003,2011-05-12 12:10:00,1,2,2,122,Hibernating,133.29500000000002,United Kingdom
13838,5,4,674.82,2011-12-04 11:00:00,5,4,3,543,Champions,168.705,United Kingdom
13841,252,1,85.0,2011-04-01 12:10:00,1,1,1,111,Hibernating,85.0,United Kingdom
13842,58,9,3385.62,2011-10-12 10:51:00,3,5,5,355,Loyal,376.18,United Kingdom
13844,11,1,361.62,2011-11-28 13:21:00,5,1,2,512,New Customers,361.62,United Kingdom
13845,64,1,312.98,2011-10-06 08:25:00,3,1,2,312,Potential Loyalist,312.98,United Kingdom
13846,24,3,865.0600000000001,2011-11-15 12:07:00,4,3,3,433,Potential Loyalist,288.35333333333335,United Kingdom
13848,92,3,1255.0,2011-09-08 12:58:00,2,3,4,234,Potential Loyalist,418.3333333333333,United Kingdom
13849,51,2,1537.95,2011-10-19 10:59:00,3,2,4,324,Potential Loyalist,768.975,United Kingdom
13850,129,1,1595.48,2011-08-02 14:04:00,2,1,4,214,Hibernating,1595.48,United Kingdom
13851,95,3,2651.46,2011-09-05 12:36:00,2,3,5,235,Potential Loyalist,883.82,United Kingdom
13853,57,1,1090.14,2011-10-13 14:18:00,3,1,4,314,Potential Loyalist,1090.14,United Kingdom
13854,8,25,8109.5199999999995,2011-12-01 09:06:00,5,5,5,555,Champions,324.38079999999997,United Kingdom
13856,168,3,388.5,2011-06-24 10:03:00,2,3,2,232,Potential Loyalist,129.5,United Kingdom
13858,57,1,216.17,2011-10-13 16:17:00,3,1,1,311,Potential Loyalist,216.17,United Kingdom
13859,326,1,201.16,2011-01-17 16:14:00,1,1,1,111,Hibernating,201.16,United Kingdom
13860,1,5,1245.9,2011-12-08 12:57:00,5,4,4,544,Champions,249.18,United Kingdom
13862,18,8,2209.36,2011-11-21 16:24:00,4,5,5,455,Champions,276.17,United Kingdom
13863,247,1,305.78,2011-04-06 10:20:00,1,1,2,112,Hibernating,305.78,United Kingdom
13865,58,4,501.56,2011-10-12 13:31:00,3,4,3,343,Loyal,125.39,United Kingdom
13866,74,1,145.67000000000002,2011-09-26 14:54:00,2,1,1,211,Hibernating,145.67000000000002,United Kingdom
13867,31,3,1005.09,2011-11-08 15:48:00,4,3,4,434,Potential Loyalist,335.03000000000003,United Kingdom
13868,7,2,3192.54,2011-12-02 16:32:00,5,2,5,525,New Customers,1596.27,United Kingdom
13869,123,4,3083.65,2011-08-08 13:53:00,2,4,5,245,At Risk but Loyal,770.9125,United Kingdom
13870,2,8,2770.94,2011-12-07 13:23:00,5,5,5,555,Champions,346.3675,United Kingdom
13871,22,13,6403.25,2011-11-17 10:49:00,4,5,5,455,Champions,492.5576923076923,United Kingdom
13873,119,3,389.6,2011-08-12 10:08:00,2,3,2,232,Potential Loyalist,129.86666666666667,United Kingdom
13874,358,1,540.45,2010-12-16 18:20:00,1,1,3,113,Hibernating,540.45,United Kingdom
13875,53,5,1786.79,2011-10-17 09:36:00,3,4,4,344,Loyal,357.358,United Kingdom
13876,63,1,122.7,2011-10-07 10:22:00,3,1,1,311,Potential Loyalist,122.7,United Kingdom
13877,86,1,117.24,2011-09-14 15:49:00,2,1,1,211,Hibernating,117.24,United Kingdom
13878,54,1,1271.57,2011-10-16 12:19:00,3,1,4,314,Potential Loyalist,1271.57,United Kingdom
13880,21,13,3219.77,2011-11-18 13:44:00,4,5,5,455,Champions,247.67461538461538,United Kingdom
13881,3,20,17159.52,2011-12-06 12:50:00,5,5,5,555,Champions,857.976,United Kingdom
13882,2,5,1191.13,2011-12-07 11:16:00,5,4,4,544,Champions,238.22600000000003,United Kingdom
13883,10,5,2674.48,2011-11-29 10:45:00,5,4,5,545,Champions,534.896,United Kingdom
13884,7,5,787.6,2011-12-02 16:30:00,5,4,3,543,Champions,157.52,United Kingdom
13885,189,2,506.8,2011-06-03 15:07:00,1,2,3,123,Hibernating,253.4,United Kingdom
13886,71,1,243.56,2011-09-29 13:17:00,3,1,1,311,Potential Loyalist,243.56,United Kingdom
13887,204,1,349.55,2011-05-19 17:22:00,1,1,2,112,Hibernating,349.55,United Kingdom
13888,119,2,595.67,2011-08-12 10:13:00,2,2,3,223,Hibernating,297.835,United Kingdom
13889,92,1,416.90000000000003,2011-09-08 09:13:00,2,1,2,212,Hibernating,416.90000000000003,United Kingdom
13890,1,10,1883.8100000000002,2011-12-08 15:36:00,5,5,4,554,Champions,188.38100000000003,United Kingdom
13892,26,4,632.97,2011-11-13 11:50:00,4,4,3,443,Champions,158.2425,United Kingdom
13893,297,1,821.1,2011-02-15 11:30:00,1,1,3,113,Hibernating,821.1,United Kingdom
13894,23,3,564.62,2011-11-16 09:44:00,4,3,3,433,Potential Loyalist,188.20666666666668,United Kingdom
13895,28,4,2593.07,2011-11-11 16:57:00,4,4,5,445,Champions,648.2675,United Kingdom
13897,50,1,311.16,2011-10-20 14:30:00,3,1,2,312,Potential Loyalist,311.16,United Kingdom
13898,325,1,155.93,2011-01-18 10:28:00,1,1,1,111,Hibernating,155.93,United Kingdom
13899,16,2,388.52,2011-11-23 13:40:00,4,2,2,422,New Customers,194.26,United Kingdom
13900,183,3,740.95,2011-06-09 19:26:00,1,3,3,133,Potential Loyalist,246.98333333333335,United Kingdom
13901,72,5,2867.2,2011-09-28 14:48:00,2,4,5,245,At Risk but Loyal,573.4399999999999,United Kingdom
13904,37,2,332.64,2011-11-02 13:41:00,3,2,2,322,Potential Loyalist,166.32,United Kingdom
13908,79,4,2369.55,2011-09-21 11:49:00,2,4,5,245,At Risk but Loyal,592.3875,United Kingdom
13911,57,9,2580.91,2011-10-13 15:43:00,3,5,5,355,Loyal,286.7677777777778,United Kingdom
13914,11,2,626.45,2011-11-28 10:35:00,5,2,3,523,New Customers,313.225,United Kingdom
13917,49,2,272.04,2011-10-21 09:56:00,3,2,2,322,Potential Loyalist,136.02,United Kingdom
13918,49,2,1212.8400000000001,2011-10-21 12:25:00,3,2,4,324,Potential Loyalist,606.4200000000001,United Kingdom
13919,59,2,384.81,2011-10-11 14:24:00,3,2,2,322,Potential Loyalist,192.405,Denmark
13922,351,1,172.25,2010-12-23 10:38:00,1,1,1,111,Hibernating,172.25,United Kingdom
13923,53,1,351.13,2011-10-17 12:33:00,3,1,2,312,Potential Loyalist,351.13,United Kingdom
13924,1,6,1838.8500000000001,2011-12-08 09:39:00,5,5,4,554,Champions,306.475,United Kingdom
13925,92,4,678.25,2011-09-08 12:47:00,2,4,3,243,At Risk but Loyal,169.5625,United Kingdom
13926,23,1,223.85000000000002,2011-11-16 13:16:00,4,1,1,411,New Customers,223.85000000000002,United Kingdom
13927,74,1,348.99,2011-09-26 12:00:00,2,1,2,212,Hibernating,348.99,United Kingdom
13928,10,4,464.57,2011-11-29 10:33:00,5,4,2,542,Champions,116.1425,United Kingdom
13929,169,2,842.65,2011-06-23 15:26:00,2,2,3,223,Hibernating,421.325,United Kingdom
13930,57,2,337.34,2011-10-13 09:45:00,3,2,2,322,Potential Loyalist,168.67,United Kingdom
13931,95,2,1237.53,2011-09-05 10:12:00,2,2,4,224,Hibernating,618.765,United Kingdom
13932,294,1,307.4,2011-02-18 12:02:00,1,1,2,112,Hibernating,307.4,United Kingdom
13933,109,2,608.7900000000001,2011-08-22 14:03:00,2,2,3,223,Hibernating,304.39500000000004,United Kingdom
13934,263,1,922.1,2011-03-21 08:39:00,1,1,3,113,Hibernating,922.1,United Kingdom
13936,179,1,376.58,2011-06-13 08:47:00,2,1,2,212,Hibernating,376.58,United Kingdom
13937,169,1,158.85,2011-06-23 16:35:00,2,1,1,211,Hibernating,158.85,United Kingdom
13938,35,1,71.66,2011-11-04 14:37:00,3,1,1,311,Potential Loyalist,71.66,United Kingdom
13939,23,3,568.55,2011-11-16 13:33:00,4,3,3,433,Potential Loyalist,189.51666666666665,United Kingdom
13940,17,4,839.14,2011-11-22 15:15:00,4,4,3,443,Champions,209.785,United Kingdom
13941,21,5,5112.96,2011-11-18 09:43:00,4,4,5,445,Champions,1022.592,United Kingdom
13946,79,3,561.5699999999999,2011-09-21 13:33:00,2,3,3,233,Potential Loyalist,187.18999999999997,United Kingdom
13947,65,1,90.6,2011-10-05 14:42:00,3,1,1,311,Potential Loyalist,90.6,United Kingdom
13948,360,1,102.0,2010-12-14 10:18:00,1,1,1,111,Hibernating,102.0,United Kingdom
13949,2,6,2427.32,2011-12-07 09:35:00,5,5,5,555,Champions,404.55333333333334,United Kingdom
13950,11,4,745.06,2011-11-28 14:44:00,5,4,3,543,Champions,186.265,United Kingdom
13951,176,3,674.45,2011-06-16 16:43:00,2,3,3,233,Potential Loyalist,224.8166666666667,United Kingdom
13952,217,2,3251.071,2011-05-06 09:00:00,1,2,5,125,Hibernating,1625.5355,United Kingdom
13953,7,7,3515.68,2011-12-02 16:04:00,5,5,5,555,Champions,502.23999999999995,United Kingdom
13954,1,2,439.92,2011-12-08 12:50:00,5,3,2,532,Potential Loyalist,219.96,United Kingdom
13955,154,2,322.96,2011-07-08 17:19:00,2,3,2,232,Potential Loyalist,161.48,United Kingdom
13956,5,5,1019.27,2011-12-04 13:20:00,5,4,4,544,Champions,203.85399999999998,United Kingdom
13959,79,3,594.04,2011-09-21 15:06:00,2,3,3,233,Potential Loyalist,198.01333333333332,United Kingdom
13960,21,2,230.22,2011-11-18 15:27:00,4,3,1,431,Potential Loyalist,115.11,United Kingdom
13962,21,2,169.55,2011-11-18 08:47:00,4,3,1,431,Potential Loyalist,84.775,United Kingdom
13963,308,4,664.54,2011-02-04 14:43:00,1,4,3,143,At Risk but Loyal,166.135,United Kingdom
13967,145,1,80.7,2011-07-17 12:02:00,2,1,1,211,Hibernating,80.7,United Kingdom
13969,7,18,9024.17,2011-12-02 15:11:00,5,5,5,555,Champions,501.34277777777777,United Kingdom
13971,18,8,2758.26,2011-11-21 12:06:00,4,5,5,455,Champions,344.7825,United Kingdom
13972,70,2,190.25,2011-09-30 11:54:00,3,3,1,331,Potential Loyalist,95.125,United Kingdom
13973,287,1,264.7,2011-02-25 15:21:00,1,1,2,112,Hibernating,264.7,United Kingdom
13974,49,1,413.59000000000003,2011-10-21 14:41:00,3,1,2,312,Potential Loyalist,413.59000000000003,United Kingdom
13975,31,6,2461.2400000000002,2011-11-08 13:19:00,4,5,5,455,Champions,410.2066666666667,United Kingdom
13976,206,1,357.98,2011-05-17 09:13:00,1,1,2,112,Hibernating,357.98,United Kingdom
13978,14,2,196.79000000000002,2011-11-25 11:36:00,4,3,1,431,Potential Loyalist,98.39500000000001,United Kingdom
13979,73,1,869.87,2011-09-27 13:32:00,2,1,3,213,Hibernating,869.87,United Kingdom
13980,60,1,200.14,2011-10-10 13:34:00,3,1,1,311,Potential Loyalist,200.14,United Kingdom
13982,39,4,1871.81,2011-10-31 16:24:00,3,4,4,344,Loyal,467.9525,United Kingdom
13983,29,12,2603.43,2011-11-10 11:06:00,4,5,5,455,Champions,216.9525,United Kingdom
13984,26,5,920.51,2011-11-13 12:38:00,4,4,3,443,Champions,184.102,United Kingdom
13985,4,15,7060.13,2011-12-05 17:06:00,5,5,5,555,Champions,470.67533333333336,United Kingdom
13986,17,1,320.46,2011-11-22 15:00:00,4,1,2,412,New Customers,320.46,United Kingdom
13988,19,6,4147.96,2011-11-20 10:15:00,4,5,5,455,Champions,691.3266666666667,United Kingdom
13989,65,2,1266.08,2011-10-05 09:47:00,3,3,4,334,Potential Loyalist,633.04,United Kingdom
13990,213,1,311.3,2011-05-10 15:19:00,1,1,2,112,Hibernating,311.3,United Kingdom
13991,12,6,852.88,2011-11-27 16:18:00,5,5,3,553,Champions,142.14666666666668,United Kingdom
13992,30,1,76.8,2011-11-09 15:23:00,4,1,1,411,New Customers,76.8,United Kingdom
13993,42,9,3466.36,2011-10-28 09:06:00,3,5,5,355,Loyal,385.1511111111111,United Kingdom
13994,3,6,2274.14,2011-12-06 11:05:00,5,5,5,555,Champions,379.0233333333333,United Kingdom
13995,15,5,1393.69,2011-11-24 14:22:00,4,4,4,444,Champions,278.738,United Kingdom
13999,10,12,3901.81,2011-11-29 13:40:00,5,5,5,555,Champions,325.1508333333333,United Kingdom
14000,211,1,635.66,2011-05-12 16:50:00,1,1,3,113,Hibernating,635.66,United Kingdom
14001,45,3,2043.0800000000002,2011-10-25 10:31:00,3,3,4,334,Potential Loyalist,681.0266666666668,United Kingdom
14002,134,2,529.73,2011-07-28 15:55:00,2,3,3,233,Potential Loyalist,264.865,United Kingdom
14004,43,7,4582.64,2011-10-27 14:40:00,3,5,5,355,Loyal,654.6628571428572,United Kingdom
14005,9,5,2874.72,2011-11-30 12:41:00,5,4,5,545,Champions,574.944,United Kingdom
14006,115,3,962.19,2011-08-16 09:39:00,2,3,4,234,Potential Loyalist,320.73,United Kingdom
14009,198,2,695.61,2011-05-25 15:47:00,1,3,3,133,Potential Loyalist,347.805,United Kingdom
14012,277,1,328.8,2011-03-07 12:26:00,1,1,2,112,Hibernating,328.8,United Kingdom
14013,110,3,473.02,2011-08-21 15:01:00,2,3,2,232,Potential Loyalist,157.67333333333332,United Kingdom
14014,77,1,505.18,2011-09-23 13:18:00,2,1,3,213,Hibernating,505.18,United Kingdom
14015,52,1,917.34,2011-10-18 10:02:00,3,1,3,313,Potential Loyalist,917.34,United Kingdom
14016,161,4,4341.21,2011-07-01 11:29:00,2,4,5,245,At Risk but Loyal,1085.3025,EIRE
14019,46,3,1421.61,2011-10-24 10:13:00,3,3,4,334,Potential Loyalist,473.86999999999995,United Kingdom
14020,16,2,642.8,2011-11-23 09:22:00,4,3,3,433,Potential Loyalist,321.4,United Kingdom
14021,155,3,631.9,2011-07-07 15:46:00,2,3,3,233,Potential Loyalist,210.63333333333333,United Kingdom
14022,225,1,440.0,2011-04-28 14:39:00,1,1,2,112,Hibernating,440.0,United Kingdom
14023,7,2,584.07,2011-12-02 13:58:00,5,3,3,533,Potential Loyalist,292.035,United Kingdom
14024,121,2,327.7,2011-08-10 11:30:00,2,3,2,232,Potential Loyalist,163.85,United Kingdom
14027,60,1,104.82,2011-10-10 09:01:00,3,1,1,311,Potential Loyalist,104.82,United Kingdom
14029,63,2,467.66,2011-10-07 14:46:00,3,3,2,332,Potential Loyalist,233.83,United Kingdom
14030,18,8,2358.84,2011-11-21 16:48:00,4,5,5,455,Champions,294.855,United Kingdom
14031,7,19,17286.86,2011-12-02 17:13:00,5,5,5,555,Champions,909.8347368421053,United Kingdom
14032,2,11,2975.59,2011-12-07 15:23:00,5,5,5,555,Champions,270.5081818181818,United Kingdom
14034,22,3,648.89,2011-11-17 14:02:00,4,3,3,433,Potential Loyalist,216.29666666666665,United Kingdom
14035,28,5,1428.02,2011-11-11 10:03:00,4,4,4,444,Champions,285.604,United Kingdom
14036,284,1,626.65,2011-02-28 09:26:00,1,1,3,113,Hibernating,626.65,United Kingdom
14037,176,2,147.20000000000002,2011-06-16 13:57:00,2,3,1,231,Potential Loyalist,73.60000000000001,United Kingdom
14038,78,3,1560.38,2011-09-22 13:37:00,2,3,4,234,Potential Loyalist,520.1266666666667,United Kingdom
14039,33,1,152.2,2011-11-06 13:48:00,3,1,1,311,Potential Loyalist,152.2,United Kingdom
14040,40,12,3560.32,2011-10-30 12:42:00,3,5,5,355,Loyal,296.6933333333333,United Kingdom
14041,266,1,141.41,2011-03-18 13:25:00,1,1,1,111,Hibernating,141.41,United Kingdom
14044,26,4,646.42,2011-11-13 12:05:00,4,4,3,443,Champions,161.605,United Kingdom
14045,109,4,1659.75,2011-08-22 15:27:00,2,4,4,244,At Risk but Loyal,414.9375,United Kingdom
14046,284,1,154.99,2011-02-28 14:48:00,1,1,1,111,Hibernating,154.99,United Kingdom
14047,8,5,1308.6100000000001,2011-12-01 11:43:00,5,4,4,544,Champions,261.72200000000004,United Kingdom
14048,305,1,409.93,2011-02-07 14:53:00,1,1,2,112,Hibernating,409.93,United Kingdom
14049,16,4,5578.72,2011-11-23 12:20:00,4,4,5,445,Champions,1394.68,United Kingdom
14050,31,2,746.36,2011-11-08 10:00:00,4,3,3,433,Potential Loyalist,373.18,United Kingdom
14051,0,23,15610.390000000001,2011-12-09 10:20:00,5,5,5,555,Champions,678.7126086956522,United Kingdom
14052,19,1,225.36,2011-11-20 12:30:00,4,1,1,411,New Customers,225.36,United Kingdom
14053,124,2,260.25,2011-08-07 14:27:00,2,3,2,232,Potential Loyalist,130.125,United Kingdom
14054,65,1,92.46,2011-10-05 15:49:00,3,1,1,311,Potential Loyalist,92.46,United Kingdom
14055,106,1,725.6400000000001,2011-08-25 15:04:00,2,1,3,213,Hibernating,725.6400000000001,United Kingdom
14056,1,23,8152.71,2011-12-08 13:36:00,5,5,5,555,Champions,354.46565217391304,United Kingdom
14057,23,17,6211.66,2011-11-16 10:32:00,4,5,5,455,Champions,365.39176470588234,United Kingdom
14059,266,1,183.6,2011-03-18 10:06:00,1,1,1,111,Hibernating,183.6,United Kingdom
14060,4,19,6140.42,2011-12-05 12:29:00,5,5,5,555,Champions,323.18,United Kingdom
14062,9,12,10464.85,2011-11-30 10:04:00,5,5,5,555,Champions,872.0708333333333,United Kingdom
14064,29,5,1334.34,2011-11-10 13:14:00,4,4,4,444,Champions,266.868,United Kingdom
14066,266,1,152.55,2011-03-18 12:21:00,1,1,1,111,Hibernating,152.55,United Kingdom
14067,63,2,374.7,2011-10-07 10:21:00,3,3,2,332,Potential Loyalist,187.35,United Kingdom
14068,320,1,265.85,2011-01-23 16:02:00,1,1,2,112,Hibernating,265.85,United Kingdom
14071,3,8,1437.57,2011-12-06 12:27:00,5,5,4,554,Champions,179.69625,United Kingdom
14073,32,1,151.04,2011-11-07 15:49:00,4,1,1,411,New Customers,151.04,United Kingdom
14075,4,3,942.26,2011-12-05 08:38:00,5,3,4,534,Potential Loyalist,314.08666666666664,United Kingdom
14076,129,1,118.67,2011-08-02 15:19:00,2,1,1,211,Hibernating,118.67,United Kingdom
14077,40,5,499.41999999999996,2011-10-30 12:35:00,3,4,3,343,Loyal,99.88399999999999,United Kingdom
14078,101,6,1049.37,2011-08-30 12:16:00,2,5,4,254,At Risk but Loyal,174.89499999999998,United Kingdom
14079,124,1,375.1,2011-08-07 12:10:00,2,1,2,212,Hibernating,375.1,United Kingdom
14080,32,1,45.599999999999994,2011-11-07 11:09:00,4,1,1,411,New Customers,45.599999999999994,United Kingdom
14081,302,2,921.62,2011-02-10 16:17:00,1,3,3,133,Potential Loyalist,460.81,United Kingdom
14082,364,1,182.25,2010-12-10 11:02:00,1,1,1,111,Hibernating,182.25,United Kingdom
14083,4,9,1002.9,2011-12-05 13:14:00,5,5,4,554,Champions,111.43333333333334,United Kingdom
14085,2,18,4421.29,2011-12-07 13:46:00,5,5,5,555,Champions,245.62722222222223,United Kingdom
14087,2,1,191.47,2011-12-07 12:41:00,5,1,1,511,New Customers,191.47,United Kingdom
14088,10,13,50491.81,2011-11-29 16:16:00,5,5,5,555,Champions,3883.9853846153846,United Kingdom
14089,56,1,158.75,2011-10-14 10:38:00,3,1,1,311,Potential Loyalist,158.75,United Kingdom
14090,324,1,76.32000000000001,2011-01-19 10:51:00,1,1,1,111,Hibernating,76.32000000000001,United Kingdom
14092,7,14,4076.91,2011-12-02 12:13:00,5,5,5,555,Champions,291.2078571428571,United Kingdom
14093,12,1,433.86,2011-11-27 16:27:00,5,1,2,512,New Customers,433.86,United Kingdom
14096,4,17,65164.79,2011-12-05 17:17:00,5,5,5,555,Champions,3833.2229411764706,United Kingdom
14098,36,1,147.35,2011-11-03 10:13:00,3,1,1,311,Potential Loyalist,147.35,United Kingdom
14099,16,11,3104.17,2011-11-23 13:53:00,4,5,5,455,Champions,282.1972727272727,United Kingdom
